class,precision,recall,f1_score,accuracy
0,1.0,1.0,1.0,   0.96
1,0.95,0.95,0.95,   0.96
2,0.9,0.95,0.93,   0.96
3,0.95,0.95,0.95,   0.96
4,0.95,0.9,0.92,   0.96
5,1.0,1.0,1.0,   0.96
