class,precision,recall,f1_score,accuracy
2000,1.0,1.0,1.0,   0.93
2200,0.94,0.85,0.89,   0.93
2400,0.91,1.0,0.95,   0.93
2600,0.76,0.95,0.84,   0.93
2800,1.0,0.8,0.89,   0.93
3000,1.0,0.95,0.97,   0.93
