class,precision,recall,f1_score,accuracy
2000,1.0,1.0,1.0,   0.98
2200,1.0,1.0,1.0,   0.98
2400,0.91,1.0,0.95,   0.98
2600,1.0,1.0,1.0,   0.98
2800,1.0,0.9,0.95,   0.98
3000,1.0,1.0,1.0,   0.98
