class,precision,recall,f1_score,accuracy
2000,0.07,0.1,0.08,   0.16
2200,0.29,0.1,0.15,   0.16
2400,0.0,0.0,0.0,   0.16
2600,0.0,0.0,0.0,   0.16
2800,0.31,0.2,0.24,   0.16
3000,0.16,0.55,0.24,   0.16
