class,precision,recall,f1_score,accuracy
0,1.0,0.91,0.95,   0.99
1,0.98,1.0,0.99,   0.99
2,0.99,1.0,0.99,   0.99
3,0.98,0.99,0.99,   0.99
4,0.99,0.99,0.99,   0.99
