class,precision,recall,f1_score,accuracy
0,0.0,0.0,0.0,   0.53
1,0.0,0.0,0.0,   0.53
2,0.37,1.0,0.54,   0.53
3,1.0,0.57,0.73,   0.53
4,1.0,0.41,0.58,   0.53
