class,precision,recall,f1_score,accuracy
O,0.95,1.0,0.98,   0.92
I,0.91,1.0,0.95,   0.92
U,1.0,0.85,0.92,   0.92
E,0.76,0.95,0.84,   0.92
A,0.95,0.9,0.92,   0.92
B,0.95,0.95,0.95,   0.92
D,0.95,0.9,0.92,   0.92
G,1.0,0.9,0.95,   0.92
L,0.91,1.0,0.95,   0.92
M,1.0,0.65,0.79,   0.92
N,0.95,0.95,0.95,   0.92
P,0.91,1.0,0.95,   0.92
Q,0.95,1.0,0.98,   0.92
V,0.9,0.9,0.9,   0.92
W,0.81,0.85,0.83,   0.92
