class,precision,recall,f1_score,accuracy
O,0.87,1.0,0.93,   0.92
I,0.95,1.0,0.98,   0.92
U,0.95,0.9,0.92,   0.92
E,0.8,0.8,0.8,   0.92
A,0.9,0.95,0.93,   0.92
B,0.95,0.9,0.92,   0.92
D,0.95,1.0,0.98,   0.92
G,0.94,0.8,0.86,   0.92
L,0.86,0.95,0.9,   0.92
M,0.89,0.85,0.87,   0.92
N,0.95,1.0,0.98,   0.92
P,1.0,0.95,0.97,   0.92
Q,1.0,0.9,0.95,   0.92
V,0.89,0.85,0.87,   0.92
W,0.9,0.95,0.93,   0.92
