class,precision,recall,f1_score,accuracy
O,0.94,0.85,0.89,   0.74
I,0.9,0.9,0.9,   0.74
U,0.78,0.7,0.74,   0.74
E,0.62,0.65,0.63,   0.74
A,0.62,0.5,0.56,   0.74
B,0.88,0.7,0.78,   0.74
D,0.83,0.95,0.88,   0.74
G,0.8,0.8,0.8,   0.74
L,0.62,0.8,0.7,   0.74
M,0.48,0.5,0.49,   0.74
N,0.76,0.8,0.78,   0.74
P,0.78,0.9,0.84,   0.74
Q,0.82,0.7,0.76,   0.74
V,0.65,0.65,0.65,   0.74
W,0.65,0.65,0.65,   0.74
