class,precision,recall,f1_score,accuracy
0,1.0,1.0,1.0,   1.00
1,1.0,1.0,1.0,   1.00
2,1.0,1.0,1.0,   1.00
3,1.0,1.0,1.0,   1.00
4,1.0,1.0,1.0,   1.00
5,1.0,1.0,1.0,   1.00
