class,precision,recall,f1_score,accuracy
#229658,0.69,0.68,0.68,   0.68
#30A161,0.67,0.78,0.72,   0.68
#3DAB6B,0.52,0.4,0.45,   0.68
#49B675,0.82,0.45,0.58,   0.68
#55C17F,0.61,0.82,0.7,   0.68
#60CC89,0.57,0.7,0.63,   0.68
#6BD793,0.95,0.93,0.94,   0.68
