class,precision,recall,f1_score,accuracy
#229658,0.79,0.65,0.71,   0.70
#30A161,0.6,0.97,0.74,   0.70
#3DAB6B,0.72,0.33,0.45,   0.70
#49B675,0.83,0.5,0.62,   0.70
#55C17F,0.61,0.82,0.7,   0.70
#60CC89,0.6,0.68,0.64,   0.70
#6BD793,0.95,0.97,0.96,   0.70
