class,precision,recall,f1_score,accuracy
#229658,1.0,0.05,0.1,   0.26
#30A161,0.71,0.3,0.42,   0.26
#3DAB6B,0.0,0.0,0.0,   0.26
#49B675,0.1,0.03,0.04,   0.26
#55C17F,0.36,0.95,0.52,   0.26
#60CC89,0.15,0.53,0.23,   0.26
#6BD793,0.0,0.0,0.0,   0.26
