class,precision,recall,f1_score,accuracy
#229658,0.67,0.05,0.09,   0.51
#30A161,0.51,0.97,0.67,   0.51
#3DAB6B,0.42,0.45,0.43,   0.51
#49B675,0.3,0.45,0.36,   0.51
#55C17F,0.9,0.23,0.36,   0.51
#60CC89,0.5,0.65,0.57,   0.51
#6BD793,0.86,0.75,0.8,   0.51
