class,precision,recall,f1_score,accuracy
2000,0.35,0.35,0.35,   0.38
2100,0.68,0.75,0.71,   0.38
2200,0.06,0.05,0.05,   0.38
2300,0.68,0.75,0.71,   0.38
2400,0.14,0.15,0.15,   0.38
2500,0.54,0.75,0.63,   0.38
2600,0.53,0.45,0.49,   0.38
2700,0.39,0.35,0.37,   0.38
2800,0.12,0.15,0.13,   0.38
2900,0.35,0.35,0.35,   0.38
3000,0.22,0.1,0.14,   0.38
