class,precision,recall,f1_score,accuracy
2000,0.0,0.0,0.0,   0.16
2100,1.0,0.65,0.79,   0.16
2200,0.0,0.0,0.0,   0.16
2300,1.0,0.05,0.1,   0.16
2400,0.0,0.0,0.0,   0.16
2500,1.0,0.1,0.18,   0.16
2600,0.0,0.0,0.0,   0.16
2700,0.0,0.0,0.0,   0.16
2800,0.0,0.0,0.0,   0.16
2900,0.0,0.0,0.0,   0.16
3000,0.1,1.0,0.18,   0.16
