class,precision,recall,f1_score,accuracy
0,0.2,1.0,0.33,   0.20
1,0.0,0.0,0.0,   0.20
2,0.0,0.0,0.0,   0.20
3,0.0,0.0,0.0,   0.20
4,0.0,0.0,0.0,   0.20
