class,precision,recall,f1_score,accuracy
A,0.95,0.9,0.92,   0.84
B,0.8,1.0,0.89,   0.84
D,0.9,0.9,0.9,   0.84
E,0.55,0.8,0.65,   0.84
G,0.83,0.95,0.88,   0.84
I,0.75,0.6,0.67,   0.84
L,1.0,0.8,0.89,   0.84
M,0.94,0.8,0.86,   0.84
N,0.86,0.9,0.88,   0.84
O,0.81,0.65,0.72,   0.84
P,0.9,0.95,0.93,   0.84
Q,0.83,0.95,0.88,   0.84
U,0.89,0.85,0.87,   0.84
V,0.88,0.75,0.81,   0.84
W,0.83,0.75,0.79,   0.84
