class,precision,recall,f1_score,accuracy
A,0.91,1.0,0.95,   0.92
B,0.91,1.0,0.95,   0.92
D,0.9,0.95,0.93,   0.92
E,0.75,0.9,0.82,   0.92
G,1.0,0.85,0.92,   0.92
I,1.0,0.95,0.97,   0.92
L,0.95,0.95,0.95,   0.92
M,0.95,0.95,0.95,   0.92
N,0.91,1.0,0.95,   0.92
O,0.93,0.65,0.76,   0.92
P,1.0,0.95,0.97,   0.92
Q,0.86,0.95,0.9,   0.92
U,1.0,0.95,0.97,   0.92
V,0.95,0.9,0.92,   0.92
W,0.9,0.9,0.9,   0.92
