class,precision,recall,f1_score,accuracy
500,1.0,0.35,0.52,   0.23
1000,0.18,1.0,0.3,   0.23
1500,0.0,0.0,0.0,   0.23
2000,1.0,0.05,0.1,   0.23
2500,0.0,0.0,0.0,   0.23
3000,0.0,0.0,0.0,   0.23
