class,precision,recall,f1_score,accuracy
0,0.5,0.35,0.41,   0.55
1,0.57,1.0,0.73,   0.55
2,0.0,0.0,0.0,   0.55
3,1.0,0.6,0.75,   0.55
4,0.39,0.7,0.5,   0.55
5,0.0,0.0,0.0,   0.55
6,0.8,1.0,0.89,   0.55
7,0.45,0.75,0.57,   0.55
8,0.54,0.7,0.61,   0.55
9,0.5,0.1,0.17,   0.55
10,0.49,0.85,0.62,   0.55
