class,precision,recall,f1_score,accuracy
0,0.74,1.0,0.85,   0.59
1,1.0,0.9,0.95,   0.59
2,0.18,0.1,0.13,   0.59
3,0.88,0.7,0.78,   0.59
4,0.37,0.5,0.43,   0.59
5,0.0,0.0,0.0,   0.59
6,0.79,0.95,0.86,   0.59
7,0.47,0.7,0.56,   0.59
8,0.54,0.7,0.61,   0.59
9,0.4,0.2,0.27,   0.59
10,0.5,0.75,0.6,   0.59
