class,precision,recall,f1_score,accuracy
0,0.83,1.0,0.91,   0.65
1,1.0,0.95,0.97,   0.65
2,0.5,0.35,0.41,   0.65
3,1.0,0.85,0.92,   0.65
4,0.55,0.3,0.39,   0.65
5,0.43,0.45,0.44,   0.65
6,1.0,0.9,0.95,   0.65
7,0.56,0.7,0.62,   0.65
8,0.52,0.55,0.54,   0.65
9,0.5,0.6,0.55,   0.65
10,0.42,0.55,0.48,   0.65
