class,precision,recall,f1_score,accuracy
2000,1.0,1.0,1.0,   0.87
2200,0.65,0.65,0.65,   0.87
2400,0.91,1.0,0.95,   0.87
2600,0.65,0.65,0.65,   0.87
2800,1.0,0.9,0.95,   0.87
3000,1.0,1.0,1.0,   0.87
