class,precision,recall,f1_score,accuracy
2000,1.0,1.0,1.0,   0.97
2200,1.0,0.95,0.97,   0.97
2400,0.91,1.0,0.95,   0.97
2600,0.95,1.0,0.98,   0.97
2800,1.0,0.9,0.95,   0.97
3000,1.0,1.0,1.0,   0.97
