class,precision,recall,f1_score,accuracy
2000,1.0,1.0,1.0,   0.96
2200,0.95,0.95,0.95,   0.96
2400,0.9,0.95,0.93,   0.96
2600,0.95,0.95,0.95,   0.96
2800,0.95,0.9,0.92,   0.96
3000,1.0,1.0,1.0,   0.96
