class,precision,recall,f1_score,accuracy
A,0.95,0.95,0.95,   0.80
E,0.71,0.75,0.73,   0.80
I,0.65,0.85,0.74,   0.80
O,0.92,0.6,0.73,   0.80
U,0.85,0.85,0.85,   0.80
