class,precision,recall,f1_score,accuracy
A,0.95,0.95,0.95,   0.87
E,0.94,0.8,0.86,   0.87
I,0.74,0.85,0.79,   0.87
O,0.89,0.8,0.84,   0.87
U,0.86,0.95,0.9,   0.87
