class,precision,recall,f1_score,accuracy
A,0.95,0.95,0.95,   0.85
E,0.68,0.75,0.71,   0.85
I,0.8,0.8,0.8,   0.85
O,1.0,0.8,0.89,   0.85
U,0.86,0.95,0.9,   0.85
