class,precision,recall,f1_score,accuracy
A,0.95,1.0,0.98,   0.93
E,0.89,0.85,0.87,   0.93
I,0.89,0.85,0.87,   0.93
O,0.95,1.0,0.98,   0.93
U,0.95,0.95,0.95,   0.93
