class,precision,recall,f1_score,accuracy
0,0.79,0.57,0.67,   0.68
1,0.69,0.78,0.73,   0.68
2,0.55,0.53,0.54,   0.68
3,0.66,0.47,0.55,   0.68
4,0.62,0.8,0.7,   0.68
5,0.57,0.68,0.62,   0.68
6,0.93,0.93,0.93,   0.68
