class,precision,recall,f1_score,accuracy
0,0.69,0.68,0.68,   0.68
1,0.67,0.78,0.72,   0.68
2,0.52,0.4,0.45,   0.68
3,0.82,0.45,0.58,   0.68
4,0.61,0.82,0.7,   0.68
5,0.57,0.7,0.63,   0.68
6,0.95,0.93,0.94,   0.68
