class,precision,recall,f1_score,accuracy
0,0.78,0.62,0.69,   0.69
1,0.67,0.78,0.72,   0.69
2,0.51,0.5,0.51,   0.69
3,0.9,0.45,0.6,   0.69
4,0.6,0.8,0.69,   0.69
5,0.57,0.7,0.63,   0.69
6,0.95,0.97,0.96,   0.69
