class,precision,recall,f1_score,accuracy
0,1.0,0.05,0.1,   0.47
1,0.44,0.93,0.59,   0.47
2,0.0,0.0,0.0,   0.47
3,0.0,0.0,0.0,   0.47
4,0.46,0.82,0.59,   0.47
5,0.35,0.7,0.47,   0.47
6,0.84,0.8,0.82,   0.47
