class,precision,recall,f1_score,accuracy
no,0.61,0.57,0.59,   0.64
ok,0.68,0.57,0.62,   0.64
start,0.7,0.47,0.56,   0.64
stop,0.65,0.67,0.66,   0.64
yes,0.61,0.93,0.74,   0.64
