class,precision,recall,f1_score,accuracy
no,0.5,0.47,0.48,   0.63
ok,0.7,0.47,0.56,   0.63
start,0.75,0.5,0.6,   0.63
stop,0.72,0.77,0.74,   0.63
yes,0.58,0.97,0.72,   0.63
