class,precision,recall,f1_score,accuracy
no,0.39,0.57,0.46,   0.41
ok,0.62,0.53,0.57,   0.41
start,0.27,0.2,0.23,   0.41
stop,0.36,0.4,0.38,   0.41
yes,0.4,0.33,0.36,   0.41
