class,precision,recall,f1_score,accuracy
500,1.0,1.0,1.0,   0.99
1000,1.0,1.0,1.0,   0.99
1500,1.0,1.0,1.0,   0.99
2000,1.0,1.0,1.0,   0.99
2500,1.0,0.95,0.97,   0.99
3000,0.95,1.0,0.98,   0.99
