class,precision,recall,f1_score,accuracy
0,0.95,0.95,0.95,   0.76
1,0.95,1.0,0.98,   0.76
2,1.0,1.0,1.0,   0.76
3,0.0,0.0,0.0,   0.76
4,1.0,0.6,0.75,   0.76
5,0.5,1.0,0.67,   0.76
