class,precision,recall,f1_score,accuracy
0,0.0,0.0,0.0,   0.33
1,0.0,0.0,0.0,   0.33
2,1.0,0.4,0.57,   0.33
3,1.0,0.55,0.71,   0.33
4,0.2,1.0,0.33,   0.33
5,0.0,0.0,0.0,   0.33
