class,precision,recall,f1_score,accuracy
10ms-10ms,0.0,0.0,0.0,   0.39
25ms-25ms,0.0,0.0,0.0,   0.39
50ms-50ms,0.0,0.0,0.0,   0.39
100ms-100ms,0.55,1.0,0.71,   0.39
150ms-150ms,0.0,0.0,0.0,   0.39
200ms-200ms,0.31,1.0,0.47,   0.39
