class,precision,recall,f1_score,accuracy
10ms-10ms,1.0,1.0,1.0,   0.99
25ms-25ms,1.0,1.0,1.0,   0.99
50ms-50ms,0.99,0.95,0.97,   0.99
100ms-100ms,1.0,1.0,1.0,   0.99
150ms-150ms,0.96,0.99,0.97,   0.99
200ms-200ms,1.0,1.0,1.0,   0.99
