class,precision,recall,f1_score,accuracy
10ms-10ms,1.0,1.0,1.0,   0.98
25ms-25ms,0.98,1.0,0.99,   0.98
50ms-50ms,1.0,0.86,0.92,   0.98
100ms-100ms,1.0,1.0,1.0,   0.98
150ms-150ms,0.91,1.0,0.95,   0.98
200ms-200ms,1.0,1.0,1.0,   0.98
