class,precision,recall,f1_score,accuracy
500,1.0,1.0,1.0,   0.98
1000,1.0,1.0,1.0,   0.98
1500,1.0,1.0,1.0,   0.98
2000,0.95,1.0,0.98,   0.98
2500,1.0,0.9,0.95,   0.98
3000,0.95,1.0,0.98,   0.98
