class,precision,recall,f1_score,accuracy
2000,0.0,0.0,0.0,   0.09
2100,0.0,0.0,0.0,   0.09
2200,0.0,0.0,0.0,   0.09
2300,0.0,0.0,0.0,   0.09
2400,0.0,0.0,0.0,   0.09
2500,0.0,0.0,0.0,   0.09
2600,0.0,0.0,0.0,   0.09
2700,0.0,0.0,0.0,   0.09
2800,0.0,0.0,0.0,   0.09
2900,0.09,1.0,0.17,   0.09
3000,0.0,0.0,0.0,   0.09
