class,precision,recall,f1_score,accuracy
2000,0.44,0.35,0.39,   0.43
2100,0.63,0.6,0.62,   0.43
2200,0.29,0.35,0.32,   0.43
2300,0.69,0.9,0.78,   0.43
2400,0.23,0.25,0.24,   0.43
2500,0.08,0.05,0.06,   0.43
2600,0.71,1.0,0.83,   0.43
2700,0.58,0.35,0.44,   0.43
2800,0.25,0.15,0.19,   0.43
2900,0.26,0.3,0.28,   0.43
3000,0.36,0.45,0.4,   0.43
