class,precision,recall,f1_score,accuracy
2000,0.64,0.9,0.75,   0.75
2200,0.57,1.0,0.73,   0.75
2400,0.87,1.0,0.93,   0.75
2600,1.0,0.2,0.33,   0.75
2800,1.0,0.4,0.57,   0.75
3000,0.91,1.0,0.95,   0.75
