class,precision,recall,f1_score,accuracy
2000,1.0,1.0,1.0,   0.87
2200,0.67,0.6,0.63,   0.87
2400,0.91,1.0,0.95,   0.87
2600,0.64,0.7,0.67,   0.87
2800,1.0,0.9,0.95,   0.87
3000,1.0,1.0,1.0,   0.87
