# 2800

# === Voice data start ===
[5792.62, 5792.62, 5792.62, 5792.62, 5792.62, 5792.62, 5792.62, 5192.32, 4725.54, 4941.46, 4889.04, 4351.20, 3914.53, 4052.23, 3903.04, 3358.17, 3325.65, 3375.69, 3091.62, 2958.06, 2943.19, 2844.74, 2679.70, 2613.50, 2571.62, 2400.39, 2224.40, 2339.74, 2385.06, 2183.14, 2124.99, 2184.82, ],
[1803.00, 1810.68, 1767.16, 1757.58, 1790.10, 1827.69, 1851.84, 1885.81, 1910.48, 1951.51, 1981.11, 2024.50, 2078.46, 2109.53, 2141.87, 2141.01, 2178.88, 2112.98, 2074.32, 2028.97, 1981.19, 1878.77, 1838.18, 1790.67, 1782.34, 1793.14, 1828.51, 1843.44, 1699.80, 1635.68, 1709.62, 1894.38, ],
[3116.23, 3160.91, 3155.30, 3180.73, 3153.69, 3141.07, 3131.89, 3088.21, 3004.28, 2935.30, 2862.82, 2775.07, 2689.84, 2577.50, 2556.37, 2594.10, 2630.14, 2676.44, 2672.03, 2672.99, 2663.14, 2670.95, 2661.61, 2683.89, 2674.34, 2705.29, 2704.44, 2726.47, 2721.28, 2740.21, 2730.05, 2750.32, ],
[2550.55, 2561.38, 2515.83, 2530.07, 2539.30, 2521.50, 2511.00, 2522.67, 2502.84, 2525.28, 2504.80, 2525.53, 2507.77, 2520.73, 2518.60, 2527.02, 2518.69, 2524.23, 2503.91, 2515.00, 2495.19, 2506.98, 2486.88, 2480.85, 2453.60, 2455.82, 2439.28, 2440.75, 2413.43, 2416.61, 2412.58, 2398.52, ],
[1847.55, 1855.73, 1886.35, 1848.61, 1841.04, 2029.65, 1825.83, 1822.09, 1844.82, 1840.97, 1835.26, 1823.85, 1850.45, 1825.66, 1820.69, 1841.17, 1858.16, 1827.85, 1834.29, 1832.44, 1841.07, 1833.83, 1837.38, 1892.15, 1832.69, 1846.22, 1851.38, 1865.99, 1865.91, 1883.02, 1883.11, 1879.91, ],
[2027.53, 2054.26, 2084.04, 2153.26, 2206.27, 2264.45, 2314.04, 2360.51, 2409.31, 2443.17, 2479.57, 2507.52, 2560.92, 2569.38, 2581.16, 2586.48, 2602.30, 2599.63, 2611.61, 2588.95, 2584.75, 2531.67, 2513.14, 2452.29, 2398.96, 2318.33, 2276.31, 2201.56, 2146.75, 2098.02, 2055.85, 1998.85, ],
[2071.41, 2131.67, 2344.13, 2319.71, 2067.68, 1849.22, 1661.69, 1584.45, 1864.34, 2108.00, 2362.12, 2395.28, 2197.93, 1941.97, 1601.21, 1424.62, 1628.35, 1923.45, 2116.26, 2097.21, 1996.96, 1898.66, 1761.07, 1649.64, 1787.30, 1961.82, 2017.24, 1989.91, 1908.23, 1809.56, 1911.75, 2024.89, ],
[1754.70, 1840.21, 1845.99, 1826.41, 1760.64, 1734.99, 1803.01, 1793.41, 1763.22, 1833.64, 1899.57, 1803.29, 1823.73, 1844.75, 1873.06, 1727.60, 1745.07, 1789.72, 1777.01, 1804.88, 1724.92, 1704.59, 1673.44, 1727.75, 1747.50, 1717.98, 1716.07, 1809.77, 1957.90, 1874.02, 1861.11, 1874.17, ],
[1893.10, 1902.57, 1908.86, 1906.67, 1914.88, 1917.72, 1899.77, 1893.23, 1887.39, 1906.30, 1939.94, 1952.14, 1917.87, 1937.61, 1936.82, 1899.90, 1904.29, 1873.33, 1904.19, 1898.54, 1923.70, 1933.47, 1921.19, 1903.37, 1899.12, 1936.07, 1924.51, 1894.43, 1895.45, 1876.58, 1902.64, 1899.48, ],
[1925.10, 1927.18, 1926.41, 1930.88, 1929.50, 1935.55, 1925.22, 1928.70, 1950.66, 1983.33, 1938.79, 1934.77, 1923.31, 1922.43, 1927.58, 1940.22, 1952.95, 1956.58, 1946.38, 1927.67, 1918.71, 1924.31, 1926.24, 1984.07, 1951.16, 1940.54, 1944.97, 1942.77, 1920.56, 1939.13, 1931.13, 1936.52, ],
[1950.51, 1948.53, 1941.17, 1947.05, 1982.56, 1945.08, 1967.04, 1959.49, 1950.55, 2000.63, 1954.98, 1978.87, 1940.88, 1977.99, 1962.05, 1937.16, 1976.70, 1952.51, 1944.95, 1941.91, 1945.87, 1939.06, 1940.04, 2047.60, 1942.16, 1964.17, 1934.55, 1979.48, 1946.68, 1958.60, 1936.40, 1944.06, ],
[1959.18, 1970.68, 1955.98, 2019.56, 1951.98, 2004.95, 1951.14, 1970.49, 1941.31, 2014.20, 1935.73, 2000.98, 2068.00, 1933.77, 1988.39, 1935.53, 2017.24, 1998.96, 1940.38, 1947.96, 1941.20, 1936.11, 1952.90, 1965.55, 1981.38, 2008.29, 2071.27, 1953.99, 2043.09, 1947.96, 2018.23, 1957.11, ],
[1925.85, 1926.67, 1927.40, 1929.11, 1933.43, 1933.69, 1929.68, 1923.93, 1927.98, 1928.92, 1923.13, 1916.54, 1939.22, 1943.51, 1938.65, 1929.67, 1929.53, 1937.55, 1951.22, 1949.46, 1934.13, 1926.87, 1937.88, 1937.10, 1929.16, 1927.67, 1925.32, 1935.44, 1935.85, 1929.55, 1929.63, 1924.50, ],
[1930.40, 1931.24, 1934.57, 1929.68, 1925.49, 1938.84, 1926.89, 1933.08, 1922.70, 1932.42, 1952.99, 1947.96, 1929.75, 1947.54, 1925.07, 1933.69, 1921.34, 1935.33, 1919.24, 1924.22, 1917.55, 1924.80, 1919.73, 1940.92, 1923.19, 1926.78, 1920.19, 1927.81, 1920.26, 1926.79, 1925.62, 1930.95, ],
[1922.82, 1936.83, 1925.86, 1924.69, 1931.68, 1957.48, 1929.78, 1934.91, 1925.65, 1936.18, 1931.87, 1931.43, 1938.58, 1929.61, 1929.58, 1943.37, 1936.58, 1929.41, 1929.36, 1933.78, 1943.12, 1935.92, 1928.18, 1930.25, 1936.68, 1936.14, 1931.17, 1947.33, 1938.97, 1987.33, 1941.29, 1946.88, ],
