class,precision,recall,f1_score,accuracy
O,0.87,1.0,0.93,   0.91
I,0.91,1.0,0.95,   0.91
U,1.0,0.95,0.97,   0.91
E,0.85,0.85,0.85,   0.91
A,0.94,0.8,0.86,   0.91
B,0.83,0.95,0.88,   0.91
D,0.86,0.95,0.9,   0.91
G,0.95,0.9,0.92,   0.91
L,0.88,0.75,0.81,   0.91
M,1.0,0.9,0.95,   0.91
