class,precision,recall,f1_score,accuracy
O,0.0,0.0,0.0,   0.28
I,0.63,0.95,0.76,   0.28
U,0.74,0.7,0.72,   0.28
E,0.0,0.0,0.0,   0.28
A,0.14,1.0,0.24,   0.28
B,0.0,0.0,0.0,   0.28
D,1.0,0.1,0.18,   0.28
G,0.0,0.0,0.0,   0.28
L,0.0,0.0,0.0,   0.28
M,1.0,0.1,0.18,   0.28
