class,precision,recall,f1_score,accuracy
O,0.89,0.85,0.87,   0.75
I,0.78,0.9,0.84,   0.75
U,0.9,0.9,0.9,   0.75
E,0.5,0.6,0.55,   0.75
A,0.81,0.65,0.72,   0.75
B,0.58,0.75,0.65,   0.75
D,0.83,0.75,0.79,   0.75
G,1.0,0.8,0.89,   0.75
L,0.55,0.55,0.55,   0.75
M,0.83,0.75,0.79,   0.75
