class,precision,recall,f1_score,accuracy
no,0.37,0.37,0.37,   0.47
yes,0.45,0.47,0.46,   0.47
ok,0.32,0.4,0.36,   0.47
start,0.65,0.5,0.57,   0.47
stop,0.62,0.6,0.61,   0.47
