class,precision,recall,f1_score,accuracy
no,0.42,0.37,0.39,   0.40
yes,0.6,0.6,0.6,   0.40
ok,0.22,0.23,0.23,   0.40
start,0.4,0.4,0.4,   0.40
stop,0.38,0.4,0.39,   0.40
