class,precision,recall,f1_score,accuracy
no,0.56,0.6,0.58,   0.65
yes,0.73,0.63,0.68,   0.65
ok,0.74,0.47,0.57,   0.65
start,0.66,0.63,0.64,   0.65
stop,0.64,0.93,0.76,   0.65
