class,precision,recall,f1_score,accuracy
A,0.9,0.95,0.93,
B,0.83,1.0,0.91,
D,1.0,0.95,0.97,
E,0.81,0.85,0.83,
G,0.94,0.8,0.86,
I,0.89,0.8,0.84,
L,0.95,0.9,0.92,
M,0.95,0.95,0.95,
O,0.91,1.0,0.95,
U,0.95,0.9,0.92,
