class,precision,recall,f1_score,accuracy
A,0.86,0.95,0.9,
B,0.95,0.95,0.95,
D,1.0,0.9,0.95,
E,0.71,0.85,0.77,
G,0.94,0.8,0.86,
I,0.73,0.8,0.76,
L,0.9,0.95,0.93,
M,1.0,0.85,0.92,
O,0.84,0.8,0.82,
U,0.9,0.9,0.9,
