class,precision,recall,f1_score,accuracy
A,1.0,0.9,0.95,
B,0.87,1.0,0.93,
D,0.95,0.95,0.95,
E,0.62,0.8,0.7,
G,0.74,1.0,0.85,
I,0.92,0.6,0.73,
L,0.94,0.8,0.86,
M,0.94,0.85,0.89,
O,0.83,0.75,0.79,
U,0.9,0.9,0.9,
